city;state_id;state_name;county_name;lat;lng
New York;NY;New York;Queens;40,6943;-73,9249
Los Angeles;CA;California;Los Angeles;34,1141;-118,4068
Chicago;IL;Illinois;Cook;41,8375;-87,6866
Miami;FL;Florida;Miami-Dade;25,784;-80,2101
Houston;TX;Texas;Harris;29,786;-95,3885
Dallas;TX;Texas;Dallas;32,7935;-96,7667
Philadelphia;PA;Pennsylvania;Philadelphia;40,0077;-75,1339
Atlanta;GA;Georgia;Fulton;33,7628;-84,422
Washington;DC;District of Columbia;District of Columbia;38,9047;-77,0163
Boston;MA;Massachusetts;Suffolk;42,3188;-71,0852
Phoenix;AZ;Arizona;Maricopa;33,5722;-112,0892
Detroit;MI;Michigan;Wayne;42,3834;-83,1024
Seattle;WA;Washington;King;47,6211;-122,3244
San Francisco;CA;California;San Francisco;37,7558;-122,4449
San Diego;CA;California;San Diego;32,8313;-117,1222
Minneapolis;MN;Minnesota;Hennepin;44,9635;-93,2678
Tampa;FL;Florida;Hillsborough;27,9945;-82,4447
Brooklyn;NY;New York;Kings;40,6501;-73,9496
Denver;CO;Colorado;Denver;39,762;-104,8758
Queens;NY;New York;Queens;40,7498;-73,7976
Riverside;CA;California;Riverside;33,9381;-117,3949
Las Vegas;NV;Nevada;Clark;36,2333;-115,2654
Baltimore;MD;Maryland;Baltimore;39,3051;-76,6144
St. Louis;MO;Missouri;St. Louis;38,6359;-90,2451
Portland;OR;Oregon;Multnomah;45,5371;-122,65
San Antonio;TX;Texas;Bexar;29,4632;-98,5238
Sacramento;CA;California;Sacramento;38,5677;-121,4685
Austin;TX;Texas;Travis;30,3005;-97,7522
Orlando;FL;Florida;Orange;28,4773;-81,337
San Juan;PR;Puerto Rico;San Juan;18,3985;-66,061
San Jose;CA;California;Santa Clara;37,3012;-121,848
Indianapolis;IN;Indiana;Marion;39,7771;-86,1458
Pittsburgh;PA;Pennsylvania;Allegheny;40,4397;-79,9763
Cincinnati;OH;Ohio;Hamilton;39,1413;-84,506
Manhattan;NY;New York;New York;40,7834;-73,9662
Kansas City;MO;Missouri;Jackson;39,1238;-94,5541
Cleveland;OH;Ohio;Cuyahoga;41,4764;-81,6805
Columbus;OH;Ohio;Franklin;39,9862;-82,9855
Bronx;NY;New York;Bronx;40,8501;-73,8662
Charlotte;NC;North Carolina;Mecklenburg;35,2083;-80,8303
Virginia Beach;VA;Virginia;Virginia Beach;36,7335;-76,0435
Jacksonville;FL;Florida;Duval;30,3322;-81,6749
Milwaukee;WI;Wisconsin;Milwaukee;43,0642;-87,9675
Providence;RI;Rhode Island;Providence;41,823;-71,4187
Nashville;TN;Tennessee;Davidson;36,1715;-86,7842
Salt Lake City;UT;Utah;Salt Lake;40,7776;-111,9311
Raleigh;NC;North Carolina;Wake;35,8324;-78,6429
Richmond;VA;Virginia;Richmond;37,5295;-77,4756
Memphis;TN;Tennessee;Shelby;35,1087;-89,9663
Oklahoma City;OK;Oklahoma;Oklahoma;35,4676;-97,5136
Hartford;CT;Connecticut;Capitol;41,7661;-72,6834
Louisville;KY;Kentucky;Jefferson;38,1663;-85,6485
Buffalo;NY;New York;Erie;42,9018;-78,8487
Fort Worth;TX;Texas;Tarrant;32,7817;-97,3474
Bridgeport;CT;Connecticut;Greater Bridgeport;41,1918;-73,1954
New Orleans;LA;Louisiana;Orleans;30,0687;-89,9288
Tucson;AZ;Arizona;Pima;32,1541;-110,8787
El Paso;TX;Texas;El Paso;31,8476;-106,43
Omaha;NE;Nebraska;Douglas;41,2627;-96,0529
McAllen;TX;Texas;Hidalgo;26,2252;-98,2467
Birmingham;AL;Alabama;Jefferson;33,5279;-86,7971
Albuquerque;NM;New Mexico;Bernalillo;35,1054;-106,6465
Tulsa;OK;Oklahoma;Tulsa;36,1283;-95,9042
Charleston;SC;South Carolina;Charleston;32,8168;-79,9687
Fresno;CA;California;Fresno;36,783;-119,7939
Rochester;NY;New York;Monroe;43,168;-77,6162
Dayton;OH;Ohio;Montgomery;39,7805;-84,2003
Cape Coral;FL;Florida;Lee;26,6443;-81,9957
Provo;UT;Utah;Utah;40,2457;-111,6457
Colorado Springs;CO;Colorado;El Paso;38,8674;-104,7605
Mission Viejo;CA;California;Orange;33,6096;-117,6551
Allentown;PA;Pennsylvania;Lehigh;40,5961;-75,4756
Baton Rouge;LA;Louisiana;East Baton Rouge;30,442;-91,1311
Ogden;UT;Utah;Weber;41,2279;-111,9682
Knoxville;TN;Tennessee;Knox;35,9692;-83,9496
Grand Rapids;MI;Michigan;Kent;42,9619;-85,6562
Columbia;SC;South Carolina;Richland;34,0378;-80,9036
Albany;NY;New York;Albany;42,6664;-73,7987
Bakersfield;CA;California;Kern;35,3529;-119,0359
New Haven;CT;Connecticut;South Central Connecticut;41,3113;-72,9246
Des Moines;IA;Iowa;Polk;41,5725;-93,6105
Palm Bay;FL;Florida;Brevard;27,9631;-80,6593
Akron;OH;Ohio;Summit;41,0798;-81,5219
Concord;CA;California;Contra Costa;37,9722;-122,0016
Mesa;AZ;Arizona;Maricopa;33,4015;-111,7178
Wichita;KS;Kansas;Sedgwick;37,6895;-97,3443
Harrisburg;PA;Pennsylvania;Dauphin;40,2752;-76,8843
Staten Island;NY;New York;Richmond;40,5834;-74,1496
Toledo;OH;Ohio;Lucas;41,6638;-83,5827
Worcester;MA;Massachusetts;Worcester;42,2705;-71,8079
Port St. Lucie;FL;Florida;St. Lucie;27,2796;-80,3884
Little Rock;AR;Arkansas;Pulaski;34,7256;-92,3577
Madison;WI;Wisconsin;Dane;43,0822;-89,393
Spokane;WA;Washington;Spokane;47,6671;-117,433
Long Beach;CA;California;Los Angeles;33,7977;-118,167
Denton;TX;Texas;Denton;33,2175;-97,1418
Reno;NV;Nevada;Washoe;39,5497;-119,8483
Boise;ID;Idaho;Ada;43,6005;-116,2308
Bonita Springs;FL;Florida;Lee;26,3558;-81,7859
Kissimmee;FL;Florida;Osceola;28,3041;-81,4169
Augusta;GA;Georgia;Richmond;33,3645;-82,0708
Springfield;MA;Massachusetts;Hampden;42,1155;-72,5395
Oakland;CA;California;Alameda;37,7904;-122,2166
Winston-Salem;NC;North Carolina;Forsyth;36,1029;-80,261
Stockton;CA;California;San Joaquin;37,9765;-121,3109
Durham;NC;North Carolina;Durham;35,9792;-78,9022
Chattanooga;TN;Tennessee;Hamilton;35,066;-85,2481
Greenville;SC;South Carolina;Greenville;34,8354;-82,3646
Lancaster;PA;Pennsylvania;Lancaster;40,042;-76,3012
Syracuse;NY;New York;Onondaga;43,0407;-76,1437
Fayetteville;AR;Arkansas;Washington;36,0714;-94,1661
Pensacola;FL;Florida;Escambia;30,4413;-87,1911
Arlington;TX;Texas;Tarrant;32,6998;-97,125
Aurora;CO;Colorado;Arapahoe;39,7083;-104,7237
Scranton;PA;Pennsylvania;Lackawanna;41,4044;-75,6649
Oxnard;CA;California;Ventura;34,1964;-119,1815
Indio;CA;California;Riverside;33,7346;-116,2346
Victorville;CA;California;San Bernardino;34,5277;-117,3536
Trenton;NJ;New Jersey;Mercer;40,2237;-74,7641
Huntsville;AL;Alabama;Madison;34,6981;-86,6412
Modesto;CA;California;Stanislaus;37,6375;-121,0028
Honolulu;HI;Hawaii;Honolulu;21,3294;-157,846
Greensboro;NC;North Carolina;Guilford;36,0956;-79,8271
Fort Wayne;IN;Indiana;Allen;41,0888;-85,1436
Anaheim;CA;California;Orange;33,839;-117,8574
Corpus Christi;TX;Texas;Nueces;27,7254;-97,3767
Fort Collins;CO;Colorado;Larimer;40,5477;-105,0656
Antioch;CA;California;Contra Costa;37,9787;-121,796
Jackson;MS;Mississippi;Hinds;32,3157;-90,2125
Fayetteville;NC;North Carolina;Cumberland;35,085;-78,9772
Myrtle Beach;SC;South Carolina;Horry;33,7094;-78,8844
Henderson;NV;Nevada;Clark;36,0133;-115,0381
Mobile;AL;Alabama;Mobile;30,6782;-88,1162
Lexington;KY;Kentucky;Fayette;38,0423;-84,4587
Lansing;MI;Michigan;Ingham;42,7142;-84,5601
Savannah;GA;Georgia;Chatham;32,0286;-81,1821
Youngstown;OH;Ohio;Mahoning;41,0993;-80,6463
Ann Arbor;MI;Michigan;Washtenaw;42,2759;-83,731
Santa Ana;CA;California;Orange;33,7367;-117,8819
Irvine;CA;California;Orange;33,6772;-117,7738
St. Paul;MN;Minnesota;Ramsey;44,9478;-93,1039
Poughkeepsie;NY;New York;Dutchess;41,695;-73,9211
Newark;NJ;New Jersey;Essex;40,7245;-74,1725
Santa Rosa;CA;California;Sonoma;38,4458;-122,7067
Concord;NC;North Carolina;Cabarrus;35,3933;-80,6369
Winter Haven;FL;Florida;Polk;28,0118;-81,7014
Asheville;NC;North Carolina;Buncombe;35,5707;-82,5537
Canton;OH;Ohio;Stark;40,8078;-81,3676
Lincoln;NE;Nebraska;Lancaster;40,8099;-96,6784
Flint;MI;Michigan;Genesee;43,0236;-83,6921
Lakeland;FL;Florida;Polk;28,0557;-81,9545
Jersey City;NJ;New Jersey;Hudson;40,7184;-74,0686
Anchorage;AK;Alaska;Anchorage;61,1508;-149,1091
Springfield;MO;Missouri;Greene;37,1943;-93,2916
Plano;TX;Texas;Collin;33,0502;-96,7486
Lubbock;TX;Texas;Lubbock;33,5657;-101,8879
Davenport;IA;Iowa;Scott;41,5565;-90,6053
Reading;PA;Pennsylvania;Berks;40,34;-75,9267
Shreveport;LA;Louisiana;Caddo;32,4653;-93,7955
Chandler;AZ;Arizona;Maricopa;33,2825;-111,8514
South Bend;IN;Indiana;St. Joseph;41,6767;-86,2696
Wilmington;NC;North Carolina;New Hanover;34,2099;-77,8866
Chula Vista;CA;California;San Diego;32,6281;-117,0144
Rockford;IL;Illinois;Winnebago;42,2596;-89,064
Eugene;OR;Oregon;Lane;44,0564;-123,1174
Salem;OR;Oregon;Marion;44,9233;-123,0244
Gilbert;AZ;Arizona;Maricopa;33,31;-111,7463
North Las Vegas;NV;Nevada;Clark;36,2883;-115,0888
Santa Clarita;CA;California;Los Angeles;34,4175;-118,4964
Peoria;IL;Illinois;Peoria;40,752;-89,6154
Tallahassee;FL;Florida;Leon;30,4551;-84,2527
Killeen;TX;Texas;Bell;31,0753;-97,7297
St. Petersburg;FL;Florida;Pinellas;27,7931;-82,6652
Kennewick;WA;Washington;Benton;46,1978;-119,1732
Columbus;GA;Georgia;Muscogee;32,51;-84,8771
Laredo;TX;Texas;Webb;27,5625;-99,4874
Irving;TX;Texas;Dallas;32,8583;-96,9702
Round Lake Beach;IL;Illinois;Lake;42,3791;-88,0811
Montgomery;AL;Alabama;Montgomery;32,3482;-86,2668
Chesapeake;VA;Virginia;Chesapeake;36,6778;-76,3023
Glendale;AZ;Arizona;Maricopa;33,5791;-112,2311
Nashua;NH;New Hampshire;Hillsborough;42,7491;-71,491
York;PA;Pennsylvania;York;39,9651;-76,7315
Garland;TX;Texas;Dallas;32,91;-96,6304
Rock Hill;SC;South Carolina;York;34,9415;-81,0241
Scottsdale;AZ;Arizona;Maricopa;33,6872;-111,8651
Aguadilla;PR;Puerto Rico;Aguadilla;18,4382;-67,1537
Arlington;VA;Virginia;Arlington;38,8786;-77,1011
Norfolk;VA;Virginia;Norfolk;36,8945;-76,259
Appleton;WI;Wisconsin;Outagamie;44,278;-88,3892
Enterprise;NV;Nevada;Clark;36,0091;-115,2278
Gulfport;MS;Mississippi;Harrison;30,4274;-89,0704
Lafayette;LA;Louisiana;Lafayette;30,2082;-92,0325
Bremerton;WA;Washington;Kitsap;47,5436;-122,7121
Fremont;CA;California;Alameda;37,5265;-121,9843
Green Bay;WI;Wisconsin;Brown;44,5148;-87,9895
Fargo;ND;North Dakota;Cass;46,8651;-96,8292
Deltona;FL;Florida;Volusia;28,905;-81,2137
Brownsville;TX;Texas;Cameron;25,9975;-97,458
Hialeah;FL;Florida;Miami-Dade;25,8696;-80,3045
San Bernardino;CA;California;San Bernardino;34,1416;-117,2943
Tacoma;WA;Washington;Pierce;47,2431;-122,4531
Gainesville;FL;Florida;Alachua;29,6804;-82,3459
Spring Valley;NV;Nevada;Clark;36,0952;-115,2636
Clarksville;TN;Tennessee;Montgomery;36,5692;-87,3413
College Station;TX;Texas;Brazos;30,5852;-96,2959
Olympia;WA;Washington;Thurston;47,0417;-122,8959
Roanoke;VA;Virginia;Roanoke;37,2785;-79,9581
Portland;ME;Maine;Cumberland;43,6773;-70,2715
Fontana;CA;California;San Bernardino;34,0968;-117,4599
Spartanburg;SC;South Carolina;Spartanburg;34,9442;-81,9251
Moreno Valley;CA;California;Riverside;33,9244;-117,2045
Frisco;TX;Texas;Collin;33,156;-96,8216
Yonkers;NY;New York;Westchester;40,9466;-73,8673
Thousand Oaks;CA;California;Ventura;34,1914;-118,8756
Sioux Falls;SD;South Dakota;Minnehaha;43,5396;-96,7311
Hagerstown;MD;Maryland;Washington;39,6401;-77,7217
Evansville;IN;Indiana;Vanderburgh;37,9881;-87,5341
Amarillo;TX;Texas;Potter;35,1984;-101,8316
Kalamazoo;MI;Michigan;Kalamazoo;42,2749;-85,5882
Lorain;OH;Ohio;Lorain;41,4409;-82,184
Galveston;TX;Texas;Galveston;29,2484;-94,8913
McKinney;TX;Texas;Collin;33,2016;-96,667
Huntington;WV;West Virginia;Cabell;38,4109;-82,4345
Nampa;ID;Idaho;Canyon;43,5844;-116,5638
Hickory;NC;North Carolina;Catawba;35,741;-81,3223
Waterbury;CT;Connecticut;Naugatuck Valley;41,5582;-73,0361
Sunrise Manor;NV;Nevada;Clark;36,1783;-115,0487
Grand Prairie;TX;Texas;Dallas;32,6871;-97,0208
Ocala;FL;Florida;Marion;29,178;-82,1511
Waco;TX;Texas;McLennan;31,5599;-97,1882
Overland Park;KS;Kansas;Johnson;38,887;-94,687
Frederick;MD;Maryland;Frederick;39,4337;-77,4141
Huntington Beach;CA;California;Orange;33,696;-118,0018
Santa Barbara;CA;California;Santa Barbara;34,4285;-119,7202
Peoria;AZ;Arizona;Maricopa;33,7843;-112,2989
Cedar Rapids;IA;Iowa;Linn;41,9662;-91,6783
Vancouver;WA;Washington;Clark;45,6366;-122,5967
Glendale;CA;California;Los Angeles;34,1819;-118,2468
Gastonia;NC;North Carolina;Gaston;35,2494;-81,1854
Spring Hill;FL;Florida;Hernando;28,4798;-82,53
Murfreesboro;TN;Tennessee;Rutherford;35,849;-86,4121
Tempe;AZ;Arizona;Maricopa;33,3881;-111,9319
Paradise;NV;Nevada;Clark;36,0872;-115,1355
Newport News;VA;Virginia;Newport News;37,1051;-76,5185
Erie;PA;Pennsylvania;Erie;42,1167;-80,0733
Fort Lauderdale;FL;Florida;Broward;26,1412;-80,1464
Gainesville;GA;Georgia;Hall;34,2902;-83,8294
Aurora;IL;Illinois;Kane;41,7638;-88,2902
Mauldin;SC;South Carolina;Greenville;34,7821;-82,3032
Ontario;CA;California;San Bernardino;34,0393;-117,6064
Elk Grove;CA;California;Sacramento;38,4161;-121,3842
Panama City;FL;Florida;Bay;30,1995;-85,6003
Cary;NC;North Carolina;Wake;35,7819;-78,8195
Hemet;CA;California;Riverside;33,7341;-116,9969
Danbury;CT;Connecticut;Western Connecticut;41,4015;-73,4709
Rancho Cucamonga;CA;California;San Bernardino;34,1247;-117,5667
Salinas;CA;California;Monterey;36,6883;-121,6317
Oceanside;CA;California;San Diego;33,2247;-117,3083
Vallejo;CA;California;Solano;38,1125;-122,2342
High Point;NC;North Carolina;Guilford;35,991;-79,9937
Garden Grove;CA;California;Orange;33,7787;-117,9601
Pembroke Pines;FL;Florida;Broward;26,0128;-80,3382
Lancaster;CA;California;Los Angeles;34,6935;-118,1753
Marysville;WA;Washington;Snohomish;48,0809;-122,1561
Bayamón;PR;Puerto Rico;Bayamón;18,3794;-66,1635
Fredericksburg;VA;Virginia;Fredericksburg;38,2992;-77,4872
Visalia;CA;California;Tulare;36,3276;-119,3269
Tuscaloosa;AL;Alabama;Tuscaloosa;33,2348;-87,5268
Palmdale;CA;California;Los Angeles;34,5944;-118,1057
Santa Cruz;CA;California;Santa Cruz;36,9789;-122,0346
Medford;OR;Oregon;Jackson;42,3372;-122,854
Norwich;CT;Connecticut;Southeastern Connecticut;41,5495;-72,0882
Merced;CA;California;Merced;37,3057;-120,4779
Manchester;NH;New Hampshire;Hillsborough;42,9848;-71,4447
Odessa;TX;Texas;Ector;31,8801;-102,3448
Muskegon;MI;Michigan;Muskegon;43,2281;-86,2562
Leesburg;FL;Florida;Lake;28,7672;-81,8962
Lafayette;IN;Indiana;Tippecanoe;40,3991;-86,8593
Hayward;CA;California;Alameda;37,6328;-122,0766
Corona;CA;California;Riverside;33,8616;-117,5649
Paterson;NJ;New Jersey;Passaic;40,9147;-74,1624
Alexandria;VA;Virginia;Alexandria;38,8185;-77,0861
Macon;GA;Georgia;Bibb;32,8065;-83,6974
Lakewood;CO;Colorado;Jefferson;39,6977;-105,1172
Springfield;IL;Illinois;Sangamon;39,7709;-89,654
Kansas City;KS;Kansas;Wyandotte;39,1235;-94,7443
Burlington;NC;North Carolina;Alamance;36,076;-79,4685
Warner Robins;GA;Georgia;Houston;32,5961;-83,6527
Sunnyvale;CA;California;Santa Clara;37,3836;-122,0255
Hollywood;FL;Florida;Broward;26,0293;-80,1679
Roseville;CA;California;Placer;38,7703;-121,3196
New Bedford;MA;Massachusetts;Bristol;41,6697;-70,9428
South Lyon;MI;Michigan;Oakland;42,4614;-83,6526
Bellevue;WA;Washington;King;47,5951;-122,1535
Fairfield;CA;California;Solano;38,2583;-122,0335
Binghamton;NY;New York;Broome;42,1014;-75,9093
Topeka;KS;Kansas;Shawnee;39,0346;-95,6955
Escondido;CA;California;San Diego;33,1348;-117,0723
Joliet;IL;Illinois;Will;41,5188;-88,1499
Surprise;AZ;Arizona;Maricopa;33,6815;-112,4515
Naperville;IL;Illinois;DuPage;41,748;-88,1659
Pasadena;TX;Texas;Harris;29,6575;-95,1498
Mesquite;TX;Texas;Dallas;32,7602;-96,5865
Champaign;IL;Illinois;Champaign;40,1142;-88,2737
Pomona;CA;California;Los Angeles;34,0585;-117,7626
Houma;LA;Louisiana;Terrebonne;29,58;-90,7059
Athens;GA;Georgia;Clarke;33,9508;-83,3689
St. George;UT;Utah;Washington;37,0758;-113,5752
Beaumont;TX;Texas;Jefferson;30,0849;-94,1451
Elkhart;IN;Indiana;Elkhart;41,6916;-85,9627
Lake Charles;LA;Louisiana;Calcasieu;30,201;-93,2111
Santa Maria;CA;California;Santa Barbara;34,9333;-120,4431
Yuma;AZ;Arizona;Yuma;32,5995;-114,5491
Olathe;KS;Kansas;Johnson;38,8833;-94,82
Midland;TX;Texas;Midland;32,0243;-102,1147
Greeley;CO;Colorado;Weld;40,4152;-104,7706
Torrance;CA;California;Los Angeles;33,8346;-118,3416
Thornton;CO;Colorado;Adams;39,9197;-104,9438
Las Cruces;NM;New Mexico;Doña Ana;32,3265;-106,7893
Columbia;MO;Missouri;Boone;38,9472;-92,3268
Fullerton;CA;California;Orange;33,8841;-117,9279
Grand Junction;CO;Colorado;Mesa;39,0877;-108,5673
Carolina;PR;Puerto Rico;Carolina;18,4054;-65,9792
Metairie;LA;Louisiana;Jefferson;29,9977;-90,178
Orange;CA;California;Orange;33,8038;-117,8218
Warren;MI;Michigan;Macomb;42,4934;-83,027
West Valley City;UT;Utah;Salt Lake;40,6886;-112,0123
Hampton;VA;Virginia;Hampton;37,0551;-76,363
Pasadena;CA;California;Los Angeles;34,1597;-118,139
Miramar;FL;Florida;Broward;25,9773;-80,3351
Elizabeth;NJ;New Jersey;Union;40,6658;-74,1913
Stamford;CT;Connecticut;Western Connecticut;41,1039;-73,5585
Racine;WI;Wisconsin;Racine;42,7274;-87,8135
Kent;WA;Washington;King;47,3887;-122,2128
Yakima;WA;Washington;Yakima;46,5923;-120,5496
Coral Springs;FL;Florida;Broward;26,2702;-80,2591
Sterling Heights;MI;Michigan;Macomb;42,5809;-83,0305
Billings;MT;Montana;Yellowstone;45,7891;-108,5526
Bloomington;IL;Illinois;McLean;40,4757;-88,9703
Charleston;WV;West Virginia;Kanawha;38,3484;-81,6322
Carrollton;TX;Texas;Dallas;32,989;-96,8999
Tyler;TX;Texas;Smith;32,3184;-95,3062
Iowa City;IA;Iowa;Johnson;41,6559;-91,5303
Johnson City;TN;Tennessee;Washington;36,3406;-82,3806
Santa Clara;CA;California;Santa Clara;37,3646;-121,968
Bellingham;WA;Washington;Whatcom;48,7548;-122,469
Norman;OK;Oklahoma;Cleveland;35,2335;-97,3471
Coeur d'Alene;ID;Idaho;Kootenai;47,704;-116,7936
Fort Smith;AR;Arkansas;Sebastian;35,3495;-94,3695
Lewisville;TX;Texas;Denton;33,0454;-96,9815
Dover;DE;Delaware;Kent;39,161;-75,5202
Yuba City;CA;California;Sutter;39,1357;-121,6383
Lehigh Acres;FL;Florida;Lee;26,612;-81,6388
Abilene;TX;Texas;Taylor;32,4543;-99,7384
Simi Valley;CA;California;Ventura;34,2663;-118,749
Pearland;TX;Texas;Brazoria;29,5581;-95,3218
Kenosha;WI;Wisconsin;Kenosha;42,5865;-87,8773
Arecibo;PR;Puerto Rico;Arecibo;18,4491;-66,7387
Meridian;ID;Idaho;Ada;43,6116;-116,3977
Round Rock;TX;Texas;Williamson;30,527;-97,6642
Waldorf;MD;Maryland;Charles;38,6085;-76,9194
Temple;TX;Texas;Bell;31,1068;-97,3891
Lynchburg;VA;Virginia;Lynchburg;37,4003;-79,1909
Rochester;MN;Minnesota;Olmsted;44,0154;-92,478
Logan;UT;Utah;Cache;41,7399;-111,8422
Arvada;CO;Colorado;Jefferson;39,832;-105,151
Clovis;CA;California;Fresno;36,8278;-119,683
Independence;MO;Missouri;Jackson;39,0871;-94,3501
Redding;CA;California;Shasta;40,5698;-122,365
Greenville;NC;North Carolina;Pitt;35,5943;-77,376
Duluth;MN;Minnesota;St. Louis;46,7756;-92,1393
Berkeley;CA;California;Alameda;37,8722;-122,276
Boulder;CO;Colorado;Boulder;40,0248;-105,2524
Pueblo;CO;Colorado;Pueblo;38,2701;-104,6114
West Palm Beach;FL;Florida;Palm Beach;26,7469;-80,132
Burlington;VT;Vermont;Chittenden;44,4876;-73,2316
Seaside;CA;California;Monterey;36,6224;-121,8199
Richardson;TX;Texas;Dallas;32,9716;-96,7093
Cambridge;MA;Massachusetts;Middlesex;42,3759;-71,1185
Monroe;LA;Louisiana;Ouachita;32,5185;-92,0774
North Charleston;SC;South Carolina;Charleston;32,9067;-80,0722
Saginaw;MI;Michigan;Saginaw;43,4199;-83,9501
Clearwater;FL;Florida;Pinellas;27,979;-82,7623
The Woodlands;TX;Texas;Montgomery;30,1738;-95,5134
Brandon;FL;Florida;Hillsborough;27,9367;-82,3
St. Cloud;MN;Minnesota;Stearns;45,534;-94,1718
West Jordan;UT;Utah;Salt Lake;40,6024;-112,0008
Broken Arrow;OK;Oklahoma;Tulsa;36,038;-95,7806
Harlingen;TX;Texas;Cameron;26,1916;-97,6977
Kailua;HI;Hawaii;Honolulu;21,392;-157,7396
Westminster;CO;Colorado;Adams;39,8837;-105,0624
Gilroy;CA;California;Santa Clara;37,0046;-121,5854
Richmond;CA;California;Contra Costa;37,9477;-122,3389
Mandeville;LA;Louisiana;St. Tammany;30,3751;-90,0904
Utica;NY;New York;Oneida;43,0962;-75,2261
Ponce;PR;Puerto Rico;Ponce;18,0127;-66,6212
League City;TX;Texas;Galveston;29,4874;-95,1087
Port Arthur;TX;Texas;Jefferson;29,8554;-93,9264
Lowell;MA;Massachusetts;Middlesex;42,6389;-71,3217
East Los Angeles;CA;California;Los Angeles;34,0326;-118,1691
Carlsbad;CA;California;San Diego;33,1246;-117,2834
Elgin;IL;Illinois;Kane;42,0383;-88,324
Waterloo;IA;Iowa;Black Hawk;42,4918;-92,3522
Leominster;MA;Massachusetts;Worcester;42,5209;-71,7717
Bend;OR;Oregon;Deschutes;44,0563;-121,3095
Sioux City;IA;Iowa;Woodbury;42,4959;-96,3901
Gresham;OR;Oregon;Multnomah;45,5021;-122,4413
Longview;TX;Texas;Gregg;32,5193;-94,7622
Pompano Beach;FL;Florida;Broward;26,2428;-80,1312
Downey;CA;California;Los Angeles;33,9379;-118,1311
Murrieta;CA;California;Riverside;33,5719;-117,1909
Idaho Falls;ID;Idaho;Bonneville;43,4871;-112,0362
Miami Gardens;FL;Florida;Miami-Dade;25,9433;-80,2426
Everett;WA;Washington;Snohomish;47,9525;-122,1669
Holland;MI;Michigan;Ottawa;42,7677;-86,0984
Costa Mesa;CA;California;Orange;33,6667;-117,9135
Temecula;CA;California;Riverside;33,4928;-117,1315
Jacksonville;NC;North Carolina;Onslow;34,7289;-77,3941
San Buenaventura;CA;California;Ventura;34,2741;-119,2314
Sugar Land;TX;Texas;Fort Bend;29,5935;-95,6358
Chico;CA;California;Butte;39,7578;-121,8161
South Fulton;GA;Georgia;Fulton;33,6273;-84,58
Sparks;NV;Nevada;Washoe;39,5736;-119,7161
Eau Claire;WI;Wisconsin;Eau Claire;44,8197;-91,4948
Auburn;AL;Alabama;Lee;32,6087;-85,4903
Dearborn;MI;Michigan;Wayne;42,3127;-83,213
Riverview;FL;Florida;Hillsborough;27,8227;-82,3023
Allen;TX;Texas;Collin;33,1088;-96,6735
West Covina;CA;California;Los Angeles;34,0555;-117,9113
Centennial;CO;Colorado;Arapahoe;39,5926;-104,8673
Bloomington;IN;Indiana;Monroe;39,1637;-86,5257
Sandy Springs;GA;Georgia;Fulton;33,9366;-84,3703
El Monte;CA;California;Los Angeles;34,0739;-118,0291
Hillsboro;OR;Oregon;Washington;45,5273;-122,936
Menifee;CA;California;Riverside;33,6909;-117,1849
Rio Rancho;NM;New Mexico;Sandoval;35,2873;-106,6982
Davie;FL;Florida;Broward;26,0789;-80,287
Jurupa Valley;CA;California;Riverside;34,001;-117,4706
Columbia;MD;Maryland;Howard;39,2004;-76,859
Inglewood;CA;California;Los Angeles;33,9566;-118,3444
Spokane Valley;WA;Washington;Spokane;47,6626;-117,2346
Renton;WA;Washington;King;47,4784;-122,1918
San Tan Valley;AZ;Arizona;Pinal;33,1786;-111,5629
Burbank;CA;California;Los Angeles;34,1879;-118,3235
Brockton;MA;Massachusetts;Plymouth;42,0821;-71,0242
El Cajon;CA;California;San Diego;32,8017;-116,9604
Rialto;CA;California;San Bernardino;34,1175;-117,3892
San Mateo;CA;California;San Mateo;37,5522;-122,3121
Goodyear;AZ;Arizona;Maricopa;33,2614;-112,3622
Charlottesville;VA;Virginia;Charlottesville;38,0375;-78,4855
Lafayette;CO;Colorado;Boulder;39,9946;-105,0998
Lee's Summit;MO;Missouri;Jackson;38,9171;-94,3816
Edinburg;TX;Texas;Hidalgo;26,3196;-98,1597
Daly City;CA;California;San Mateo;37,6862;-122,4685
Wichita Falls;TX;Texas;Wichita;33,9072;-98,5291
Bowling Green;KY;Kentucky;Warren;36,9716;-86,4378
Longmont;CO;Colorado;Boulder;40,1686;-105,1005
Vacaville;CA;California;Solano;38,3587;-121,9673
Highlands Ranch;CO;Colorado;Douglas;39,5419;-104,9708
Quincy;MA;Massachusetts;Norfolk;42,2506;-71,0187
Fishers;IN;Indiana;Hamilton;39,9588;-85,9659
Lynn;MA;Massachusetts;Essex;42,4781;-70,9664
Norwalk;CA;California;Los Angeles;33,9069;-118,0829
Carmel;IN;Indiana;Hamilton;39,965;-86,146
Hesperia;CA;California;San Bernardino;34,3975;-117,3147
St. Augustine;FL;Florida;St. Johns;29,8976;-81,31
Buckeye;AZ;Arizona;Maricopa;33,4314;-112,6429
San Angelo;TX;Texas;Tom Green;31,4424;-100,4504
Federal Way;WA;Washington;King;47,3091;-122,3358
Bismarck;ND;North Dakota;Burleigh;46,8143;-100,7694
Boca Raton;FL;Florida;Palm Beach;26,3752;-80,108
New Braunfels;TX;Texas;Comal;29,6994;-98,1148
