city;state_id;state_name;county_name;lat;lng
Sasser;GA;Georgia;Terrell;31,7199;-84,3478
Rennert;NC;North Carolina;Robeson;34,8142;-79,0791
Haworth;OK;Oklahoma;McCurtain;33,8405;-94,6571
Millville;MN;Minnesota;Wabasha;44,2448;-92,2958
Stilesville;IN;Indiana;Hendricks;39,6372;-86,6343
Hillside Colony;MT;Montana;Toole;48,9789;-112,0704
Bowbells;ND;North Dakota;Burke;48,8027;-102,2457
Myra;TX;Texas;Cooke;33,624;-97,3144
Bruning;NE;Nebraska;Thayer;40,3358;-97,5647
Old Washington;OH;Ohio;Guernsey;40,0376;-81,4443
Verona;IL;Illinois;Grundy;41,2157;-88,505
Elizabethtown;OH;Ohio;Hamilton;39,1622;-84,8037
Tilghmanton;MD;Maryland;Washington;39,5286;-77,7437
Bascom;OH;Ohio;Seneca;41,129;-83,2869
Bug Tussle;OK;Oklahoma;Pittsburg;35,0293;-95,6836
Brooker;FL;Florida;Bradford;29,8877;-82,3327
La Plant;SD;South Dakota;Dewey;45,1353;-100,6648
Gainesville;AL;Alabama;Sumter;32,8149;-88,1608
McNary;LA;Louisiana;Rapides;30,9895;-92,5795
Custer;WA;Washington;Whatcom;48,9127;-122,6369
La Victoria;TX;Texas;Starr;26,3478;-98,6296
Stanford;MT;Montana;Judith Basin;47,1521;-110,219
Hillrose;CO;Colorado;Morgan;40,3245;-103,5224
Ridgeway;IA;Iowa;Winneshiek;43,2971;-91,9924
Skyline;MN;Minnesota;Blue Earth;44,1406;-94,0341
Midland;LA;Louisiana;Acadia;30,1805;-92,5014
Dalton;MN;Minnesota;Otter Tail;46,1739;-95,9155
Bruce Crossing;MI;Michigan;Ontonagon;46,5394;-89,1779
Fort Washington;CA;California;Fresno;36,8793;-119,7613
Wallsburg;UT;Utah;Wasatch;40,3869;-111,4194
Freetown;IN;Indiana;Jackson;38,9773;-86,1269
Rancho Banquete;TX;Texas;Nueces;27,8093;-97,8455
Columbia Furnace;VA;Virginia;Shenandoah;38,8762;-78,6256
Morganton;GA;Georgia;Fannin;34,8749;-84,2442
Ste. Marie;IL;Illinois;Jasper;38,93;-88,0278
Ruth;NV;Nevada;White Pine;39,2791;-114,9901
Willow Hill;IL;Illinois;Jasper;38,9958;-88,0218
Kirkville;MS;Mississippi;Itawamba;34,442;-88,4854
Elliott;IL;Illinois;Ford;40,4662;-88,2769
East Germantown;IN;Indiana;Wayne;39,8131;-85,1371
Russell;AR;Arkansas;White;35,3621;-91,51
Colfax;ND;North Dakota;Richland;46,471;-96,8725
Shuqualak;MS;Mississippi;Noxubee;32,9793;-88,5693
Temperanceville;VA;Virginia;Accomack;37,8991;-75,5526
Snelling;CA;California;Merced;37,5216;-120,4385
Felts Mills;NY;New York;Jefferson;44,0167;-75,7628
Lake Almanor Peninsula;CA;California;Plumas;40,2813;-121,1345
Flemington;WV;West Virginia;Taylor;39,2666;-80,1285
Sheldon;WI;Wisconsin;Rusk;45,3119;-90,9567
Haugen;WI;Wisconsin;Barron;45,6078;-91,7788
Olean;MO;Missouri;Miller;38,4103;-92,53
East Worcester;NY;New York;Otsego;42,6284;-74,6743
Dresbach;MN;Minnesota;Winona;43,8893;-91,3438
Edmundson Acres;CA;California;Kern;35,2273;-118,8233
Cressey;CA;California;Merced;37,421;-120,6557
Statesville;TN;Tennessee;Wilson;36,0198;-86,1206
Potter;WI;Wisconsin;Calumet;44,1203;-88,0989
Geraldine;MT;Montana;Chouteau;47,6022;-110,2663
Jeffersonville;IL;Illinois;Wayne;38,4425;-88,404
Rickardsville;IA;Iowa;Dubuque;42,5815;-90,8762
La Motte;IA;Iowa;Jackson;42,2956;-90,6233
Joppa;IL;Illinois;Massac;37,207;-88,8447
Cypress;IL;Illinois;Johnson;37,3655;-89,0187
Blencoe;IA;Iowa;Monona;41,9303;-96,082
Redwood;MS;Mississippi;Warren;32,4734;-90,7969
Yolo;CA;California;Yolo;38,7405;-121,8093
Tappen;ND;North Dakota;Kidder;46,8716;-99,6269
Keener;NC;North Carolina;Sampson;35,1131;-78,3094
Empire;OH;Ohio;Jefferson;40,5117;-80,6261
Wyola;MT;Montana;Big Horn;45,1154;-107,3738
Swan Valley;ID;Idaho;Bonneville;43,4445;-111,3287
Dundas;IL;Illinois;Richland;38,8346;-88,0855
Greeley;IA;Iowa;Delaware;42,5849;-91,3417
Holy Cross;IA;Iowa;Dubuque;42,6011;-90,9962
Kellnersville;WI;Wisconsin;Manitowoc;44,2253;-87,8021
Sunbury;NC;North Carolina;Gates;36,4469;-76,6127
South Glastonbury;MT;Montana;Park;45,3121;-110,8076
Pachuta;MS;Mississippi;Clarke;32,0441;-88,8844
Brookside;CO;Colorado;Fremont;38,4135;-105,1909
Kunkle;OH;Ohio;Williams;41,636;-84,4943
Jennings;MI;Michigan;Missaukee;44,3325;-85,2969
Lowell;WI;Wisconsin;Dodge;43,3363;-88,8182
Bud;WV;West Virginia;Wyoming;37,5329;-81,3821
Maytown;AL;Alabama;Jefferson;33,5499;-87,0001
Pleasant Plains;AR;Arkansas;Independence;35,5545;-91,6273
Opdyke;IL;Illinois;Jefferson;38,2583;-88,7898
Ethan;SD;South Dakota;Davison;43,5463;-97,9834
Daviston;SC;South Carolina;Marion;33,8862;-79,3718
Rodey;NM;New Mexico;Doña Ana;32,6538;-107,1358
Moorhead;IA;Iowa;Monona;41,9233;-95,8514
North Loup;NE;Nebraska;Valley;41,4955;-98,7726
Bolton Landing;NY;New York;Warren;43,563;-73,6529
Missouri City;MO;Missouri;Clay;39,2383;-94,3026
Cromberg;CA;California;Plumas;39,8684;-120,6904
Gorman;MD;Maryland;Garrett;39,2923;-79,3527
Grady;AR;Arkansas;Lincoln;34,0787;-91,6976
Sand City;CA;California;Monterey;36,6184;-121,8477
Boston;IN;Indiana;Wayne;39,7412;-84,8517
Kongiganak;AK;Alaska;Bethel;59,9858;-162,8544
Callao;MO;Missouri;Macon;39,7621;-92,6237
Wheeler;WI;Wisconsin;Dunn;45,0441;-91,9037
Dedham;IA;Iowa;Carroll;41,9084;-94,8233
Glen Allan;MS;Mississippi;Washington;33,0267;-91,0226
Guys Mills;PA;Pennsylvania;Crawford;41,6308;-79,976
Holcomb;MS;Mississippi;Grenada;33,7642;-89,9732
Cumberland;IA;Iowa;Cass;41,2732;-94,8705
Nazareth;TX;Texas;Castro;34,5416;-102,1021
Anniston;MO;Missouri;Mississippi;36,8243;-89,3267
Rensselaer;MO;Missouri;Ralls;39,6692;-91,5387
Bryant;IN;Indiana;Jay;40,5359;-84,9633
Sandy Ridge;PA;Pennsylvania;Centre;40,8105;-78,2345
Riverdale;MI;Michigan;Gratiot;43,3828;-84,8392
Guinda;CA;California;Yolo;38,8274;-122,1984
Brocton;IL;Illinois;Edgar;39,7154;-87,9336
Smoketown;PA;Pennsylvania;Lancaster;40,0387;-76,204
Farley;MO;Missouri;Platte;39,2883;-94,8285
Keswick;IA;Iowa;Keokuk;41,4545;-92,2383
La Grande;WA;Washington;Pierce;46,8199;-122,2962
Browntown;WI;Wisconsin;Green;42,5788;-89,7894
Bear Dance;MT;Montana;Lake;47,902;-114,0273
North Bend;PA;Pennsylvania;Clinton;41,3473;-77,7026
Amasa;MI;Michigan;Iron;46,2295;-88,4579
Langston;AL;Alabama;Jackson;34,5374;-86,0899
Tescott;KS;Kansas;Ottawa;39,013;-97,8781
Pisgah;IA;Iowa;Harrison;41,8305;-95,9262
Ransom;KS;Kansas;Ness;38,6367;-99,9328
Drifting;PA;Pennsylvania;Clearfield;41,0242;-78,1083
Dodson;LA;Louisiana;Winn;32,0808;-92,6587
Lineville;IA;Iowa;Wayne;40,587;-93,5232
Morgan Heights;CO;Colorado;Morgan;40,2875;-103,8275
Saline;LA;Louisiana;Bienville;32,1631;-92,9768
Trent;TX;Texas;Taylor;32,4882;-100,1233
Caroleen;NC;North Carolina;Rutherford;35,2811;-81,7913
Emma;MO;Missouri;Lafayette;38,9751;-93,495
Douglas;NE;Nebraska;Otoe;40,5932;-96,3882
Belcher;LA;Louisiana;Caddo;32,7522;-93,8372
Wedderburn;OR;Oregon;Curry;42,4328;-124,4232
Sandy Hook;WI;Wisconsin;Grant;42,5466;-90,6168
Colony;AL;Alabama;Cullman;33,9413;-86,9022
Williston;OH;Ohio;Ottawa;41,6026;-83,3419
Iaeger;WV;West Virginia;McDowell;37,4642;-81,8111
Homa Hills;WY;Wyoming;Natrona;42,9857;-106,3719
Torboy;WA;Washington;Ferry;48,6771;-118,6689
Hanston;KS;Kansas;Hodgeman;38,1229;-99,7127
McCarr;KY;Kentucky;Pike;37,6178;-82,1706
Mooar;IA;Iowa;Lee;40,432;-91,4447
Browning;MO;Missouri;Linn;40,0348;-93,16
Bluffton;MN;Minnesota;Otter Tail;46,4696;-95,2338
Westport;OR;Oregon;Clatsop;46,1303;-123,3715
Emeigh;PA;Pennsylvania;Cambria;40,6948;-78,787
Hornsby;TN;Tennessee;Hardeman;35,2285;-88,8293
Garciasville;TX;Texas;Starr;26,3198;-98,6997
Carson;ND;North Dakota;Grant;46,4223;-101,5706
Hollansburg;OH;Ohio;Darke;39,9985;-84,793
Stittville;NY;New York;Oneida;43,2236;-75,289
Edison;WA;Washington;Skagit;48,564;-122,4348
Rochester;TX;Texas;Haskell;33,3142;-99,8565
St. Charles;AR;Arkansas;Arkansas;34,373;-91,1375
Spring Branch;TX;Texas;Comal;29,8849;-98,4127
Mohawk;MI;Michigan;Keweenaw;47,3078;-88,3542
Rudolph;OH;Ohio;Wood;41,2966;-83,6641
Kimberly;WV;West Virginia;Fayette;38,1407;-81,2967
Rincon;NM;New Mexico;Doña Ana;32,6726;-107,0759
Grand Falls Plaza;MO;Missouri;Newton;37,0355;-94,5379
Weems;VA;Virginia;Lancaster;37,6554;-76,4497
Lismore;MN;Minnesota;Nobles;43,7491;-95,9481
Fairlee;MD;Maryland;Kent;39,2268;-76,1654
Hume;MO;Missouri;Bates;38,0906;-94,5827
Havana;TX;Texas;Hidalgo;26,2507;-98,509
Ryegate;MT;Montana;Golden Valley;46,2985;-109,2538
St. James;MI;Michigan;Charlevoix;45,7473;-85,5173
Goldsboro;MD;Maryland;Caroline;39,0316;-75,7821
Scottsville;TX;Texas;Harrison;32,5317;-94,2464
Jacksontown;OH;Ohio;Licking;39,9606;-82,4129
Venice;LA;Louisiana;Plaquemines;29,2875;-89,3637
Laguna Seca;TX;Texas;Hidalgo;26,2793;-97,9262
Grey Eagle;MN;Minnesota;Todd;45,8245;-94,7492
Nuremberg;PA;Pennsylvania;Schuylkill;40,9378;-76,1685
Westbrook;TX;Texas;Mitchell;32,3571;-101,0133
Salt Point;NY;New York;Dutchess;41,8061;-73,79
Holley;OR;Oregon;Linn;44,349;-122,7855
Ogema;WI;Wisconsin;Price;45,451;-90,2927
Old Hundred;NC;North Carolina;Scotland;34,8246;-79,5922
Peavine;OK;Oklahoma;Adair;35,8903;-94,6064
Sanostee;NM;New Mexico;San Juan;36,4329;-108,873
Rhoadesville;VA;Virginia;Orange;38,2735;-77,9283
Shelby;IN;Indiana;Lake;41,1934;-87,3427
Hainesburg;NJ;New Jersey;Warren;40,9577;-75,0503
Taylor;MS;Mississippi;Lafayette;34,2691;-89,5833
Oakford;IL;Illinois;Menard;40,1011;-89,9652
Mifflin;OH;Ohio;Ashland;40,7734;-82,3639
Dutton;MT;Montana;Teton;47,8476;-111,7146
Dover;KY;Kentucky;Mason;38,7563;-83,8844
Alexander;IL;Illinois;Morgan;39,7218;-90,0368
Sanctuary;TX;Texas;Parker;32,9132;-97,5877
Jobstown;NJ;New Jersey;Burlington;40,0334;-74,6945
Lohman;MO;Missouri;Cole;38,5428;-92,3646
Walloon Lake;MI;Michigan;Charlevoix;45,2718;-84,9412
Hayes Center;NE;Nebraska;Hayes;40,511;-101,0204
Hammett;ID;Idaho;Elmore;42,9441;-115,4654
Hall;NY;New York;Ontario;42,7965;-77,068
Francis;OK;Oklahoma;Pontotoc;34,8745;-96,5926
Oak Ridge;MO;Missouri;Cape Girardeau;37,4987;-89,7299
Munich;ND;North Dakota;Cavalier;48,6729;-98,8385
Centertown;TN;Tennessee;Warren;35,7251;-85,9197
Holmesville;OH;Ohio;Holmes;40,629;-81,9233
Mystic;IA;Iowa;Appanoose;40,7792;-92,9446
Medicine Bow;WY;Wyoming;Carbon;41,8995;-106,2019
Crane;IN;Indiana;Martin;38,8943;-86,9012
Fillmore;IL;Illinois;Montgomery;39,1154;-89,2785
Gresham;NE;Nebraska;York;41,0284;-97,4011
Lodge Pole;MT;Montana;Blaine;48,0272;-108,5518
Cottageville;WV;West Virginia;Jackson;38,8667;-81,8242
Marquette;NE;Nebraska;Hamilton;41,0063;-98,0098
Bethune;CO;Colorado;Kit Carson;39,3038;-102,4234
Buckner;AR;Arkansas;Lafayette;33,3572;-93,4358
Bloomington;ID;Idaho;Bear Lake;42,1908;-111,4042
East Poultney;VT;Vermont;Rutland;43,5259;-73,2107
Orchard;TX;Texas;Fort Bend;29,6035;-95,969
Marty;SD;South Dakota;Charles Mix;42,9965;-98,4302
East Hope;ID;Idaho;Bonner;48,2408;-116,2903
Jamison City;PA;Pennsylvania;Columbia;41,2982;-76,3691
Glen Richey;PA;Pennsylvania;Clearfield;40,9489;-78,4778
Raemon;NC;North Carolina;Robeson;34,6229;-79,3491
Olmsted;IL;Illinois;Pulaski;37,1827;-89,0849
Lisbon;LA;Louisiana;Claiborne;32,7893;-92,8672
Halifax;NC;North Carolina;Halifax;36,3255;-77,5901
Wall Lake;IN;Indiana;LaGrange;41,7297;-85,1999
Montezuma Creek;UT;Utah;San Juan;37,2563;-109,303
Peterson;MN;Minnesota;Fillmore;43,7868;-91,8333
Upper Stewartsville;NJ;New Jersey;Warren;40,7048;-75,1205
Woodland Hills;NE;Nebraska;Otoe;40,7511;-96,421
St. Peter;IL;Illinois;Fayette;38,8676;-88,8505
Malden-on-Hudson;NY;New York;Ulster;42,0932;-73,9365
Hull;GA;Georgia;Madison;34,0155;-83,2938
St. Petersburg;PA;Pennsylvania;Clarion;41,161;-79,6545
Harperville;MS;Mississippi;Scott;32,4928;-89,4879
Plum;TX;Texas;Fayette;29,9324;-96,9812
Kistler;PA;Pennsylvania;Mifflin;40,3769;-77,8654
Roaring Springs;TX;Texas;Motley;33,8992;-100,8561
Karthaus;PA;Pennsylvania;Clearfield;41,1211;-78,1198
Drummond;MT;Montana;Granite;46,6665;-113,1471
Rewey;WI;Wisconsin;Iowa;42,8419;-90,3961
Brownsville;IN;Indiana;Union;39,6645;-85,0047
Cove Neck;NY;New York;Nassau;40,884;-73,5002
Granville;IA;Iowa;Sioux;42,9853;-95,8749
Oakley;MI;Michigan;Saginaw;43,1434;-84,1685
Volga;IA;Iowa;Clayton;42,8029;-91,5423
Ceylon;MN;Minnesota;Martin;43,5329;-94,6307
Southampton Meadows;VA;Virginia;Southampton;36,5916;-76,9293
Eureka;WI;Wisconsin;Winnebago;44,0074;-88,8425
St. Mary;MO;Missouri;Ste. Genevieve;37,8737;-89,9497
Jamestown;CO;Colorado;Boulder;40,118;-105,3914
Pauline;SC;South Carolina;Spartanburg;34,8321;-81,8693
Burkettsville;OH;Ohio;Mercer;40,353;-84,6426
Houstonia;MO;Missouri;Pettis;38,8994;-93,3592
Pleasant Grove;AR;Arkansas;Stone;35,8205;-91,907
Grand Marais;MI;Michigan;Alger;46,6685;-85,9751
Central Pacolet;SC;South Carolina;Spartanburg;34,9096;-81,7527
Morgan's Point;TX;Texas;Harris;29,6765;-95,0027
Victoria;IL;Illinois;Knox;41,0315;-90,0918
Norene;TN;Tennessee;Wilson;36,0541;-86,2382
Ida;LA;Louisiana;Caddo;33,0016;-93,8954
Bloomville;NY;New York;Delaware;42,3338;-74,818
Pickstown;SD;South Dakota;Charles Mix;43,0671;-98,5295
Kelly;WY;Wyoming;Teton;43,6227;-110,6273
Dupont;IN;Indiana;Jefferson;38,8915;-85,5167
Perry;IL;Illinois;Pike;39,7821;-90,7474
Kaycee;WY;Wyoming;Johnson;43,7101;-106,6371
Donovan;IL;Illinois;Iroquois;40,8849;-87,6139
Downsville;NY;New York;Delaware;42,0833;-74,9966
Kinta;OK;Oklahoma;Haskell;35,1194;-95,2378
Rushville;MO;Missouri;Buchanan;39,5874;-95,0235
Rock River;WY;Wyoming;Albany;41,7317;-105,9752
Harvel;IL;Illinois;Montgomery;39,3577;-89,5322
Noma;FL;Florida;Holmes;30,9802;-85,6223
Broeck Pointe;KY;Kentucky;Jefferson;38,2955;-85,5857
Ivor;VA;Virginia;Southampton;36,9052;-76,8978
Kirkville;IA;Iowa;Wapello;41,1423;-92,5036
Junction City;MO;Missouri;Madison;37,5733;-90,2907
Pleasant Grove;MD;Maryland;Allegany;39,6802;-78,6904
Lewisville;MN;Minnesota;Watonwan;43,9241;-94,4341
Corinth;KY;Kentucky;Grant;38,4997;-84,6031
Savage Town;VA;Virginia;Accomack;37,55;-75,7983
Burnt Ranch;CA;California;Trinity;40,8111;-123,5082
Henderson;IL;Illinois;Knox;41,0238;-90,3535
Gurley;NE;Nebraska;Cheyenne;41,3214;-102,9745
Scotland;GA;Georgia;Telfair;32,0472;-82,8181
Westby;MT;Montana;Sheridan;48,871;-104,0551
San Simon;AZ;Arizona;Cochise;32,2682;-109,2302
Fairview;WV;West Virginia;Marion;39,5927;-80,2469
Madrid;AL;Alabama;Houston;31,0356;-85,3992
Harrell;AR;Arkansas;Calhoun;33,5099;-92,4001
Eau Claire;PA;Pennsylvania;Butler;41,1368;-79,7986
Antreville;SC;South Carolina;Abbeville;34,2971;-82,5541
Renwick;IA;Iowa;Humboldt;42,8269;-93,9813
Richfield;CA;California;Tehama;39,9738;-122,1732
Woolsey;GA;Georgia;Fayette;33,3626;-84,4113
Irwin;ID;Idaho;Bonneville;43,3965;-111,2721
Madrid;NE;Nebraska;Perkins;40,8525;-101,5278
Dellroy;OH;Ohio;Carroll;40,555;-81,1992
Buckingham Courthouse;VA;Virginia;Buckingham;37,5541;-78,5514
Mountain;WI;Wisconsin;Oconto;45,1863;-88,468
Crisman;CO;Colorado;Boulder;40,0416;-105,3675
Coffee Springs;AL;Alabama;Geneva;31,1664;-85,9103
Broaddus;TX;Texas;San Augustine;31,305;-94,2699
Blue Mound;KS;Kansas;Linn;38,089;-95,01
Lamont;OK;Oklahoma;Grant;36,6911;-97,5583
West Sullivan;MO;Missouri;Crawford;38,192;-91,1919
Chelyan;WV;West Virginia;Kanawha;38,1958;-81,4928
Thompsons;TX;Texas;Fort Bend;29,4906;-95,6304
New Ringgold;PA;Pennsylvania;Schuylkill;40,6892;-75,9928
Stella;MO;Missouri;Newton;36,7626;-94,191
Blakesburg;IA;Iowa;Wapello;40,962;-92,6347
High Hill;MO;Missouri;Montgomery;38,8754;-91,3776
Ponderosa;NM;New Mexico;Sandoval;35,6555;-106,6544
New Point;IN;Indiana;Decatur;39,3096;-85,3266
Nason;IL;Illinois;Jefferson;38,176;-88,9663
Rosalie;NE;Nebraska;Thurston;42,0574;-96,5128
Bryant;IL;Illinois;Fulton;40,4655;-90,0948
Bliss;ID;Idaho;Gooding;42,9243;-114,9479
Wanship;UT;Utah;Summit;40,8167;-111,4151
Fallston;PA;Pennsylvania;Beaver;40,724;-80,3133
Catharine;KS;Kansas;Ellis;38,9302;-99,2144
Campton;KY;Kentucky;Wolfe;37,7353;-83,5473
Lava Hot Springs;ID;Idaho;Bannock;42,6198;-112,0098
Stickney;SD;South Dakota;Aurora;43,5894;-98,4376
Chemung;IL;Illinois;McHenry;42,4162;-88,6641
Chauncey;WV;West Virginia;Logan;37,7652;-81,9834
Applegate;MI;Michigan;Sanilac;43,3554;-82,6371
Coulter;IA;Iowa;Franklin;42,733;-93,3701
Bellewood;KY;Kentucky;Jefferson;38,2608;-85,6594
Roswell;OH;Ohio;Tuscarawas;40,4759;-81,348
Nakaibito;NM;New Mexico;McKinley;35,7826;-108,8039
Mize;MS;Mississippi;Smith;31,8665;-89,5542
Boydton;VA;Virginia;Mecklenburg;36,666;-78,3908
Lake Lorraine;WI;Wisconsin;Walworth;42,733;-88,7374
Wallace;WV;West Virginia;Harrison;39,4072;-80,4911
Ridgeway;OH;Ohio;Logan;40,5122;-83,5692
Fox;AR;Arkansas;Stone;35,7844;-92,2996
Hilltop;GA;Georgia;Pike;33,1063;-84,4382
Bon Air;TN;Tennessee;White;35,9359;-85,3644
Millhousen;IN;Indiana;Decatur;39,2114;-85,435
Ebro;FL;Florida;Washington;30,4369;-85,8791
La Sal;UT;Utah;San Juan;38,3026;-109,2646
La Rosita;TX;Texas;Starr;26,4017;-98,9322
Maplewood Park;OH;Ohio;Trumbull;41,1392;-80,5798
Brimfield;IN;Indiana;Noble;41,4542;-85,398
Spokane;MO;Missouri;Christian;36,8669;-93,287
Philadelphia;MO;Missouri;Marion;39,8387;-91,7391
Toronto;KS;Kansas;Woodson;37,7986;-95,9497
Hinsdale;MT;Montana;Valley;48,4036;-107,0582
Lincoln;MI;Michigan;Alcona;44,6842;-83,4133
Rockland;MI;Michigan;Ontonagon;46,7394;-89,1795
Yankee Hill;NE;Nebraska;Lancaster;40,7653;-96,7322
Norwood;LA;Louisiana;East Feliciana;30,9682;-91,1125
Carolina;AL;Alabama;Covington;31,2337;-86,5227
Centerview;MO;Missouri;Johnson;38,7462;-93,8442
Turley;NM;New Mexico;San Juan;36,7366;-107,79
Schuyler;VA;Virginia;Nelson;37,7939;-78,7002
Villanueva;NM;New Mexico;San Miguel;35,2659;-105,3602
Newtown;IN;Indiana;Fountain;40,2045;-87,1483
Pembine;WI;Wisconsin;Marinette;45,6369;-87,9916
East Rochester;OH;Ohio;Columbiana;40,7495;-81,0401
Downing;WI;Wisconsin;Dunn;45,0498;-92,1243
Alberta;VA;Virginia;Brunswick;36,8552;-77,8937
Stratton;OH;Ohio;Jefferson;40,5255;-80,6314
New Gretna;NJ;New Jersey;Burlington;39,5909;-74,455
Worley;ID;Idaho;Kootenai;47,4007;-116,9193
Hill View Heights;WY;Wyoming;Weston;43,8159;-104,1517
Coffman Cove;AK;Alaska;Prince of Wales-Hyder;56,0057;-132,8395
Wahkon;MN;Minnesota;Mille Lacs;46,1206;-93,5223
Wellton Hills;AZ;Arizona;Yuma;32,6231;-114,1453
Pocahontas;TN;Tennessee;Hardeman;35,0547;-88,8019
Lakota;IA;Iowa;Kossuth;43,3786;-94,0963
Laclede;MO;Missouri;Linn;39,7879;-93,1697
Grand Lake Towne;OK;Oklahoma;Mayes;36,5048;-95,0252
Annona;TX;Texas;Red River;33,5818;-94,9131
Hosmer;SD;South Dakota;Edmunds;45,5788;-99,4736
Buckland;OH;Ohio;Auglaize;40,6235;-84,2599
Greenway;AR;Arkansas;Clay;36,3405;-90,2221
Renner Corner;SD;South Dakota;Minnehaha;43,6524;-96,7044
Oakville;IN;Indiana;Delaware;40,0792;-85,3905
Sycamore;OK;Oklahoma;Delaware;36,399;-94,7149
Hamilton;WA;Washington;Skagit;48,5283;-121,9839
Riverview;AL;Alabama;Escambia;31,0587;-87,0709
Stotts City;MO;Missouri;Lawrence;37,1018;-93,9483
Big Creek;WV;West Virginia;Logan;38,0054;-82,0361
Maywood;NE;Nebraska;Frontier;40,6587;-100,6223
Prescott;IA;Iowa;Adams;41,0235;-94,613
Marquette;WI;Wisconsin;Green Lake;43,7464;-89,1384
St. John;ND;North Dakota;Rolette;48,9437;-99,7132
Beaver Creek;MN;Minnesota;Rock;43,6123;-96,3624
Garden Farms;CA;California;San Luis Obispo;35,4158;-120,6141
Holland;MN;Minnesota;Pipestone;44,0897;-96,1944
Velarde;NM;New Mexico;Rio Arriba;36,1608;-105,9659
Mill Creek;OK;Oklahoma;Johnston;34,4022;-96,8249
Ronald;WA;Washington;Kittitas;47,2338;-121,0336
Madrid;NM;New Mexico;Santa Fe;35,4033;-106,1537
New Eucha;OK;Oklahoma;Delaware;36,3912;-94,8522
Pillow;PA;Pennsylvania;Dauphin;40,6406;-76,803
Faceville;GA;Georgia;Decatur;30,7537;-84,6372
Freistatt;MO;Missouri;Lawrence;37,0213;-93,8976
Odell;NE;Nebraska;Gage;40,0503;-96,8016
Elmira;CA;California;Solano;38,3523;-121,9077
Rives;TN;Tennessee;Obion;36,356;-89,0495
Lillie;LA;Louisiana;Union;32,9221;-92,6614
Monroe;NE;Nebraska;Platte;41,4741;-97,5989
Twin Rocks;PA;Pennsylvania;Cambria;40,4967;-78,8659
Oconee;GA;Georgia;Washington;32,8535;-82,9576
Gordon;OH;Ohio;Darke;39,9303;-84,5091
Robertsville;OH;Ohio;Stark;40,7621;-81,1936
Arroyo Gardens;TX;Texas;Cameron;26,2052;-97,5021
Twilight;PA;Pennsylvania;Washington;40,1158;-79,8936
Newton Hamilton;PA;Pennsylvania;Mifflin;40,3925;-77,8354
Raisin City;CA;California;Fresno;36,6033;-119,9092
No Name;CO;Colorado;Garfield;39,5597;-107,293
Lower Santan Village;AZ;Arizona;Pinal;33,1427;-111,7853
Napoleon;IN;Indiana;Ripley;39,2043;-85,3279
Saulsbury;TN;Tennessee;Hardeman;35,0488;-89,0884
Dune Acres;IN;Indiana;Porter;41,6448;-87,096
Nile;WA;Washington;Yakima;46,8349;-120,9438
Butler;IL;Illinois;Montgomery;39,1975;-89,5322
Boone;CO;Colorado;Pueblo;38,2495;-104,2583
Maple Falls;WA;Washington;Whatcom;48,9179;-122,0943
Fair Oaks;OR;Oregon;Douglas;43,4109;-123,2194
Wellsville;PA;Pennsylvania;York;40,0513;-76,9408
Omer;MI;Michigan;Arenac;44,0487;-83,8565
Kiron;IA;Iowa;Crawford;42,1941;-95,3271
Joyce;LA;Louisiana;Winn;31,9347;-92,585
Loganville;WI;Wisconsin;Sauk;43,4389;-90,0371
Coldiron;KY;Kentucky;Harlan;36,8286;-83,4524
Jim Falls;WI;Wisconsin;Chippewa;45,0472;-91,2712
Grand View-on-Hudson;NY;New York;Rockland;41,0627;-73,9208
Ballou;OK;Oklahoma;Mayes;36,1421;-95,1998
Kane;IL;Illinois;Greene;39,1905;-90,3512
Meadow;UT;Utah;Millard;38,8863;-112,4073
Markleysburg;PA;Pennsylvania;Fayette;39,7364;-79,4516
Glenwood;WA;Washington;Klickitat;46,0228;-121,2925
Fredonia;AL;Alabama;Chambers;32,9861;-85,2912
Mount Gretna Heights;PA;Pennsylvania;Lebanon;40,2487;-76,4664
Villard;MN;Minnesota;Pope;45,7137;-95,2689
Weogufka;AL;Alabama;Coosa;33,0219;-86,3096
Arona;PA;Pennsylvania;Westmoreland;40,2683;-79,6578
Willard;NM;New Mexico;Torrance;34,5948;-106,0325
Donnelly;MN;Minnesota;Stevens;45,6895;-96,0143
Alfred;TX;Texas;Jim Wells;27,8742;-97,9799
Henry;SD;South Dakota;Codington;44,8809;-97,4616
Nobleton;FL;Florida;Hernando;28,6451;-82,262
Bakersfield;MO;Missouri;Ozark;36,5238;-92,1442
Jeddito;AZ;Arizona;Navajo;35,7697;-110,1305
Medanales;NM;New Mexico;Rio Arriba;36,1765;-106,1777
Dunbar;NE;Nebraska;Otoe;40,6686;-96,0309
West Danby;NY;New York;Tompkins;42,3248;-76,5281
Sherando;VA;Virginia;Augusta;37,9889;-78,9442
Snowville;UT;Utah;Box Elder;41,9728;-112,7164
Schaefer Lake;IN;Indiana;Bartholomew;39,2828;-85,7517
Asbury;NJ;New Jersey;Warren;40,7003;-75,0121
Kelford;NC;North Carolina;Bertie;36,1813;-77,2243
Pineville;AR;Arkansas;Izard;36,1612;-92,1065
Chula Vista;TX;Texas;Zavala;28,6563;-99,8077
Bristol;SD;South Dakota;Day;45,3466;-97,7485
Braxton;MS;Mississippi;Simpson;32,0264;-89,9715
Henning;IL;Illinois;Vermilion;40,3069;-87,701
Laotto;IN;Indiana;Noble;41,2903;-85,198
